Fabric-DP,athlete,3,36121.37,0.96
Fabric-DP,athlete,4,34968.45,2.83
Fabric-DP,athlete,5,33545.56,0.84
Fabric-DP,athlete,6,33543.43,4.37
Fabric-DP,athlete,7,31459.19,0.96
Fabric-DP,athlete,8,30877.48,2.83
Fabric-DP,athlete,9,32370.39,0.84
Fabric-DP,athlete,10,30227.23,4.37
Fabric-DP,census,3,40402.72,20.53
Fabric-DP,census,4,38533.1,16.72
Fabric-DP,census,5,38615.2,15.66
Fabric-DP,census,6,38109.63,11.85
Fabric-DP,census,7,37820.79,14.41
Fabric-DP,census,8,37110.63,14.31
Fabric-DP,census,9,37234.93,17.94
Fabric-DP,census,10,37327.22,5.37
Fabric-DP,Spanish,3,23007.16,12.12
Fabric-DP,Spanish,4,22218.94,8.1
Fabric-DP,Spanish,5,21869.96,18.26
Fabric-DP,Spanish,6,21857.62,10.97
Fabric-DP,Spanish,7,21816.43,15.06
Fabric-DP,Spanish,8,21166.75,16.74
Fabric-DP,Spanish,9,21465.46,13.53
Fabric-DP,Spanish,10,21174.25,19.85
Fabric-DP,YearPredictionMSD,3,863311.64,38.93
Fabric-DP,YearPredictionMSD,4,848541.09,37.79
Fabric-DP,YearPredictionMSD,5,847335.1,29.84
Fabric-DP,YearPredictionMSD,6,844372.2,25.61
Fabric-DP,YearPredictionMSD,7,848866.96,18.92
Fabric-DP,YearPredictionMSD,8,845096.42,21.34
Fabric-DP,YearPredictionMSD,9,842331.8,18.98
Fabric-DP,YearPredictionMSD,10,839438.46,21.18
